Signata (SATA),https://t.me/signatanews,-1001357815787,1357815787
Lua Token (LUA),https://t.me/luaswapANN,-1001394136379,1394136379
BasketCoin (BSKT),https://t.me/bskt_global_announcement,-1001225164472,1225164472
BarterTrade (BART),https://t.me/BarterTradeANN,-1001303139033,1303139033
chrono.tech (TIME),https://t.me/ChronotechNEWS,-1001417455250,1417455250
SaTT (SATT),https://t.me/SaTTAnnouncements,-1001237276302,1237276302
Nodeseeds (NDS),https://t.me/Nodeseedsann,-1001404222235,1404222235
Playcent (PCNT),https://t.me/playcentofficial,-1001412010219,1412010219
Blind Boxes (BLES),https://t.me/blindboxesnews,-1001377995033,1377995033
Offshift (XFT),https://t.me/OffshiftXFTANN,-1001105717912,1105717912
Monavale (MONA),https://t.me/digitalaxannouncements,-1001203079915,1203079915
Idena (IDNA),https://t.me/IdenaAnnouncements,-1001467211692,1467211692
ACDX Exchange Token (ACXT),https://t.me/ACDX_announcement,-1001308208574,1308208574
Paypolitan Token (EPAN),https://t.me/paypolitan_ann,-1001320252728,1320252728
MyWish (WISH),https://t.me/mywish_annoucement,-1001429928860,1429928860
CanYaCoin (CAN),https://t.me/canyacoin,-1001085457851,1085457851
Permission Coin (ASK),https://t.me/testepreitoooo,-1001316029557,1316029557
